areatype,date,name,code,newAdmissions,cumAdmissions,cumAdmissionsByAge,covidOccupiedMVBeds,hospitalCases
nhsRegion,2021-08-15,South West,E40000006,55.0,28136.0,"[{'age': '65_to_84', 'rate': 984.6, 'value': 10776}, {'age': '18_to_64', 'rate': 322.5, 'value': 10577}, {'age': '85+', 'rate': 3439.7, 'value': 6087}, {'age': '6_to_17', 'rate': 31.0, 'value': 238}, {'age': '0_to_5', 'rate': 68.2, 'value': 237}]",61.0,399.0
nhsRegion,2021-08-16,South West,E40000006,70.0,28206.0,"[{'age': '65_to_84', 'rate': 986.4, 'value': 10796}, {'age': '18_to_64', 'rate': 323.7, 'value': 10617}, {'age': '85+', 'rate': 3444.8, 'value': 6096}, {'age': '6_to_17', 'rate': 31.0, 'value': 238}, {'age': '0_to_5', 'rate': 68.5, 'value': 238}]",63.0,409.0
nhsRegion,2021-08-17,South West,E40000006,80.0,28286.0,"[{'age': '65_to_84', 'rate': 988.7, 'value': 10821}, {'age': '18_to_64', 'rate': 325.0, 'value': 10661}, {'age': '85+', 'rate': 3449.3, 'value': 6104}, {'age': '6_to_17', 'rate': 31.2, 'value': 239}, {'age': '0_to_5', 'rate': 69.1, 'value': 240}]",68.0,398.0
nhsRegion,2021-08-18,South West,E40000006,56.0,28342.0,"[{'age': '65_to_84', 'rate': 990.4, 'value': 10839}, {'age': '18_to_64', 'rate': 326.0, 'value': 10691}, {'age': '85+', 'rate': 3453.8, 'value': 6112}, {'age': '6_to_17', 'rate': 31.2, 'value': 239}, {'age': '0_to_5', 'rate': 69.1, 'value': 240}]",68.0,400.0
nhsRegion,2021-08-19,South West,E40000006,66.0,28408.0,"[{'age': '65_to_84', 'rate': 992.3, 'value': 10860}, {'age': '18_to_64', 'rate': 327.1, 'value': 10728}, {'age': '85+', 'rate': 3456.1, 'value': 6116}, {'age': '6_to_17', 'rate': 31.7, 'value': 243}, {'age': '0_to_5', 'rate': 69.1, 'value': 240}]",72.0,400.0
nhsRegion,2021-08-20,South West,E40000006,69.0,28477.0,"[{'age': '65_to_84', 'rate': 995.0, 'value': 10890}, {'age': '18_to_64', 'rate': 327.9, 'value': 10756}, {'age': '85+', 'rate': 3458.9, 'value': 6121}, {'age': '6_to_17', 'rate': 32.1, 'value': 246}, {'age': '0_to_5', 'rate': 70.0, 'value': 243}]",68.0,391.0
nhsRegion,2021-08-21,South West,E40000006,73.0,28550.0,"[{'age': '65_to_84', 'rate': 997.0, 'value': 10912}, {'age': '18_to_64', 'rate': 328.9, 'value': 10789}, {'age': '85+', 'rate': 3465.7, 'value': 6133}, {'age': '6_to_17', 'rate': 32.7, 'value': 251}, {'age': '0_to_5', 'rate': 70.2, 'value': 244}]",73.0,411.0
nhsRegion,2021-08-22,South West,E40000006,50.0,28600.0,"[{'age': '65_to_84', 'rate': 998.5, 'value': 10928}, {'age': '18_to_64', 'rate': 329.8, 'value': 10817}, {'age': '85+', 'rate': 3467.9, 'value': 6137}, {'age': '6_to_17', 'rate': 32.8, 'value': 252}, {'age': '0_to_5', 'rate': 70.5, 'value': 245}]",71.0,427.0
nhsRegion,2021-08-23,South West,E40000006,83.0,28683.0,"[{'age': '65_to_84', 'rate': 1001.6, 'value': 10962}, {'age': '18_to_64', 'rate': 330.9, 'value': 10852}, {'age': '85+', 'rate': 3473.0, 'value': 6146}, {'age': '6_to_17', 'rate': 33.1, 'value': 254}, {'age': '0_to_5', 'rate': 71.4, 'value': 248}]",63.0,431.0
nhsRegion,2021-08-24,South West,E40000006,70.0,28753.0,"[{'age': '65_to_84', 'rate': 1003.5, 'value': 10983}, {'age': '18_to_64', 'rate': 332.1, 'value': 10892}, {'age': '85+', 'rate': 3476.4, 'value': 6152}, {'age': '6_to_17', 'rate': 33.4, 'value': 256}, {'age': '0_to_5', 'rate': 71.7, 'value': 249}]",61.0,432.0
nhsRegion,2021-08-25,South West,E40000006,92.0,28845.0,"[{'age': '65_to_84', 'rate': 1005.5, 'value': 11004}, {'age': '18_to_64', 'rate': 333.8, 'value': 10947}, {'age': '85+', 'rate': 3482.6, 'value': 6163}, {'age': '6_to_17', 'rate': 33.8, 'value': 259}, {'age': '0_to_5', 'rate': 72.3, 'value': 251}]",69.0,427.0
nhsRegion,2021-08-26,South West,E40000006,97.0,28942.0,"[{'age': '65_to_84', 'rate': 1008.3, 'value': 11035}, {'age': '18_to_64', 'rate': 335.3, 'value': 10998}, {'age': '85+', 'rate': 3489.4, 'value': 6175}, {'age': '6_to_17', 'rate': 33.9, 'value': 260}, {'age': '0_to_5', 'rate': 72.8, 'value': 253}]",64.0,443.0
nhsRegion,2021-08-27,South West,E40000006,71.0,29013.0,"[{'age': '65_to_84', 'rate': 1010.3, 'value': 11057}, {'age': '18_to_64', 'rate': 336.4, 'value': 11033}, {'age': '85+', 'rate': 3493.9, 'value': 6183}, {'age': '6_to_17', 'rate': 34.3, 'value': 263}, {'age': '0_to_5', 'rate': 73.7, 'value': 256}]",64.0,455.0
nhsRegion,2021-08-28,South West,E40000006,76.0,29089.0,"[{'age': '65_to_84', 'rate': 1012.0, 'value': 11076}, {'age': '18_to_64', 'rate': 337.7, 'value': 11077}, {'age': '85+', 'rate': 3499.0, 'value': 6192}, {'age': '6_to_17', 'rate': 34.7, 'value': 266}, {'age': '0_to_5', 'rate': 74.0, 'value': 257}]",66.0,467.0
nhsRegion,2021-08-29,South West,E40000006,69.0,29158.0,"[{'age': '65_to_84', 'rate': 1014.8, 'value': 11106}, {'age': '18_to_64', 'rate': 338.6, 'value': 11104}, {'age': '85+', 'rate': 3503.5, 'value': 6200}, {'age': '6_to_17', 'rate': 34.8, 'value': 267}, {'age': '0_to_5', 'rate': 74.8, 'value': 260}]",65.0,466.0
nhsRegion,2021-08-30,South West,E40000006,71.0,29229.0,"[{'age': '65_to_84', 'rate': 1017.2, 'value': 11133}, {'age': '18_to_64', 'rate': 339.6, 'value': 11138}, {'age': '85+', 'rate': 3507.5, 'value': 6207}, {'age': '6_to_17', 'rate': 35.1, 'value': 269}, {'age': '0_to_5', 'rate': 75.1, 'value': 261}]",60.0,460.0
nhsRegion,2021-08-31,South West,E40000006,71.0,29300.0,"[{'age': '65_to_84', 'rate': 1018.9, 'value': 11151}, {'age': '18_to_64', 'rate': 340.8, 'value': 11179}, {'age': '85+', 'rate': 3510.3, 'value': 6212}, {'age': '6_to_17', 'rate': 35.6, 'value': 273}, {'age': '0_to_5', 'rate': 76.0, 'value': 264}]",59.0,479.0
nhsRegion,2021-09-01,South West,E40000006,84.0,29384.0,"[{'age': '65_to_84', 'rate': 1021.8, 'value': 11183}, {'age': '18_to_64', 'rate': 342.1, 'value': 11221}, {'age': '85+', 'rate': 3513.7, 'value': 6218}, {'age': '6_to_17', 'rate': 36.0, 'value': 276}, {'age': '0_to_5', 'rate': 76.3, 'value': 265}]",58.0,471.0
nhsRegion,2021-09-02,South West,E40000006,97.0,29481.0,"[{'age': '65_to_84', 'rate': 1025.2, 'value': 11220}, {'age': '18_to_64', 'rate': 343.3, 'value': 11261}, {'age': '85+', 'rate': 3521.6, 'value': 6232}, {'age': '6_to_17', 'rate': 36.5, 'value': 280}, {'age': '0_to_5', 'rate': 76.9, 'value': 267}]",62.0,471.0
nhsRegion,2021-09-03,South West,E40000006,82.0,29563.0,"[{'age': '65_to_84', 'rate': 1027.8, 'value': 11249}, {'age': '18_to_64', 'rate': 344.5, 'value': 11300}, {'age': '85+', 'rate': 3527.3, 'value': 6242}, {'age': '6_to_17', 'rate': 36.8, 'value': 282}, {'age': '0_to_5', 'rate': 77.4, 'value': 269}]",59.0,470.0
nhsRegion,2021-09-04,South West,E40000006,83.0,29646.0,"[{'age': '65_to_84', 'rate': 1031.3, 'value': 11287}, {'age': '18_to_64', 'rate': 345.5, 'value': 11332}, {'age': '85+', 'rate': 3531.8, 'value': 6250}, {'age': '6_to_17', 'rate': 37.1, 'value': 285}, {'age': '0_to_5', 'rate': 78.0, 'value': 271}]",60.0,494.0
nhsRegion,2021-09-05,South West,E40000006,62.0,29708.0,"[{'age': '65_to_84', 'rate': 1033.4, 'value': 11310}, {'age': '18_to_64', 'rate': 346.2, 'value': 11356}, {'age': '85+', 'rate': 3539.7, 'value': 6264}, {'age': '6_to_17', 'rate': 37.3, 'value': 286}, {'age': '0_to_5', 'rate': 78.0, 'value': 271}]",55.0,497.0
nhsRegion,2021-09-06,South West,E40000006,89.0,29797.0,"[{'age': '65_to_84', 'rate': 1036.1, 'value': 11339}, {'age': '18_to_64', 'rate': 347.4, 'value': 11394}, {'age': '85+', 'rate': 3548.2, 'value': 6279}, {'age': '6_to_17', 'rate': 37.8, 'value': 290}, {'age': '0_to_5', 'rate': 78.9, 'value': 274}]",67.0,521.0
nhsRegion,2021-09-07,South West,E40000006,80.0,29877.0,"[{'age': '65_to_84', 'rate': 1039.4, 'value': 11375}, {'age': '18_to_64', 'rate': 348.5, 'value': 11429}, {'age': '85+', 'rate': 3552.1, 'value': 6286}, {'age': '6_to_17', 'rate': 37.9, 'value': 291}, {'age': '0_to_5', 'rate': 79.2, 'value': 275}]",65.0,482.0
nhsRegion,2021-09-08,South West,E40000006,88.0,29965.0,"[{'age': '65_to_84', 'rate': 1042.8, 'value': 11413}, {'age': '18_to_64', 'rate': 349.6, 'value': 11466}, {'age': '85+', 'rate': 3558.9, 'value': 6298}, {'age': '6_to_17', 'rate': 38.1, 'value': 292}, {'age': '0_to_5', 'rate': 79.2, 'value': 275}]",60.0,501.0
nhsRegion,2021-09-09,South West,E40000006,82.0,30047.0,"[{'age': '65_to_84', 'rate': 1045.2, 'value': 11439}, {'age': '18_to_64', 'rate': 351.1, 'value': 11514}, {'age': '85+', 'rate': 3561.7, 'value': 6303}, {'age': '6_to_17', 'rate': 38.3, 'value': 294}, {'age': '0_to_5', 'rate': 79.5, 'value': 276}]",59.0,514.0
nhsRegion,2021-09-10,South West,E40000006,75.0,30122.0,"[{'age': '65_to_84', 'rate': 1047.6, 'value': 11465}, {'age': '18_to_64', 'rate': 352.1, 'value': 11550}, {'age': '85+', 'rate': 3564.0, 'value': 6307}, {'age': '6_to_17', 'rate': 39.0, 'value': 299}, {'age': '0_to_5', 'rate': 80.6, 'value': 280}]",66.0,507.0
nhsRegion,2021-09-11,South West,E40000006,59.0,30181.0,"[{'age': '65_to_84', 'rate': 1049.5, 'value': 11486}, {'age': '18_to_64', 'rate': 352.9, 'value': 11574}, {'age': '85+', 'rate': 3569.7, 'value': 6317}, {'age': '6_to_17', 'rate': 39.4, 'value': 302}, {'age': '0_to_5', 'rate': 80.9, 'value': 281}]",67.0,512.0
nhsRegion,2021-09-12,South West,E40000006,60.0,30241.0,"[{'age': '65_to_84', 'rate': 1051.3, 'value': 11506}, {'age': '18_to_64', 'rate': 353.8, 'value': 11603}, {'age': '85+', 'rate': 3573.6, 'value': 6324}, {'age': '6_to_17', 'rate': 39.8, 'value': 305}, {'age': '0_to_5', 'rate': 81.2, 'value': 282}]",65.0,512.0
nhsRegion,2021-09-13,South West,E40000006,73.0,30314.0,"[{'age': '65_to_84', 'rate': 1053.6, 'value': 11531}, {'age': '18_to_64', 'rate': 355.0, 'value': 11642}, {'age': '85+', 'rate': 3577.0, 'value': 6330}, {'age': '6_to_17', 'rate': 40.1, 'value': 308}, {'age': '0_to_5', 'rate': 81.2, 'value': 282}]",62.0,515.0
nhsRegion,2021-09-14,South West,E40000006,72.0,30386.0,"[{'age': '65_to_84', 'rate': 1056.2, 'value': 11559}, {'age': '18_to_64', 'rate': 356.0, 'value': 11675}, {'age': '85+', 'rate': 3581.0, 'value': 6337}, {'age': '6_to_17', 'rate': 40.5, 'value': 311}, {'age': '0_to_5', 'rate': 81.5, 'value': 283}]",58.0,491.0
nhsRegion,2021-09-15,South West,E40000006,78.0,30464.0,"[{'age': '65_to_84', 'rate': 1058.5, 'value': 11585}, {'age': '18_to_64', 'rate': 357.1, 'value': 11712}, {'age': '85+', 'rate': 3586.6, 'value': 6347}, {'age': '6_to_17', 'rate': 41.1, 'value': 315}, {'age': '0_to_5', 'rate': 81.8, 'value': 284}]",66.0,486.0
nhsRegion,2021-09-16,South West,E40000006,69.0,30533.0,"[{'age': '65_to_84', 'rate': 1060.3, 'value': 11604}, {'age': '18_to_64', 'rate': 358.2, 'value': 11748}, {'age': '85+', 'rate': 3592.8, 'value': 6358}, {'age': '6_to_17', 'rate': 41.2, 'value': 316}, {'age': '0_to_5', 'rate': 82.3, 'value': 286}]",61.0,479.0
nhsRegion,2021-09-17,South West,E40000006,69.0,30602.0,"[{'age': '65_to_84', 'rate': 1062.5, 'value': 11628}, {'age': '18_to_64', 'rate': 359.4, 'value': 11787}, {'age': '85+', 'rate': 3594.5, 'value': 6361}, {'age': '6_to_17', 'rate': 41.3, 'value': 317}, {'age': '0_to_5', 'rate': 82.9, 'value': 288}]",58.0,451.0
nhsRegion,2021-09-18,South West,E40000006,49.0,30651.0,"[{'age': '65_to_84', 'rate': 1064.0, 'value': 11645}, {'age': '18_to_64', 'rate': 360.1, 'value': 11811}, {'age': '85+', 'rate': 3599.0, 'value': 6369}, {'age': '6_to_17', 'rate': 41.3, 'value': 317}, {'age': '0_to_5', 'rate': 82.9, 'value': 288}]",56.0,447.0
nhsRegion,2021-09-19,South West,E40000006,49.0,30700.0,"[{'age': '65_to_84', 'rate': 1065.2, 'value': 11658}, {'age': '18_to_64', 'rate': 361.0, 'value': 11839}, {'age': '85+', 'rate': 3601.9, 'value': 6374}, {'age': '6_to_17', 'rate': 41.6, 'value': 319}, {'age': '0_to_5', 'rate': 83.2, 'value': 289}]",50.0,430.0
nhsRegion,2021-09-20,South West,E40000006,61.0,30761.0,"[{'age': '65_to_84', 'rate': 1066.8, 'value': 11675}, {'age': '18_to_64', 'rate': 361.9, 'value': 11871}, {'age': '85+', 'rate': 3606.4, 'value': 6382}, {'age': '6_to_17', 'rate': 41.7, 'value': 320}, {'age': '0_to_5', 'rate': 84.1, 'value': 292}]",54.0,442.0
nhsRegion,2021-09-21,South West,E40000006,52.0,30813.0,"[{'age': '65_to_84', 'rate': 1067.5, 'value': 11683}, {'age': '18_to_64', 'rate': 362.8, 'value': 11899}, {'age': '85+', 'rate': 3611.5, 'value': 6391}, {'age': '6_to_17', 'rate': 42.0, 'value': 322}, {'age': '0_to_5', 'rate': 85.5, 'value': 297}]",56.0,416.0
nhsRegion,2021-09-22,South West,E40000006,67.0,30880.0,"[{'age': '65_to_84', 'rate': 1069.8, 'value': 11708}, {'age': '18_to_64', 'rate': 363.7, 'value': 11928}, {'age': '85+', 'rate': 3616.6, 'value': 6400}, {'age': '6_to_17', 'rate': 42.2, 'value': 324}, {'age': '0_to_5', 'rate': 85.8, 'value': 298}]",61.0,393.0
nhsRegion,2021-09-23,South West,E40000006,58.0,30938.0,"[{'age': '65_to_84', 'rate': 1071.6, 'value': 11728}, {'age': '18_to_64', 'rate': 364.7, 'value': 11960}, {'age': '85+', 'rate': 3617.7, 'value': 6402}, {'age': '6_to_17', 'rate': 42.5, 'value': 326}, {'age': '0_to_5', 'rate': 86.4, 'value': 300}]",51.0,362.0
nhsRegion,2021-09-24,South West,E40000006,56.0,30994.0,"[{'age': '65_to_84', 'rate': 1073.3, 'value': 11747}, {'age': '18_to_64', 'rate': 365.4, 'value': 11985}, {'age': '85+', 'rate': 3622.8, 'value': 6411}, {'age': '6_to_17', 'rate': 42.5, 'value': 326}, {'age': '0_to_5', 'rate': 87.2, 'value': 303}]",54.0,338.0
nhsRegion,2021-09-25,South West,E40000006,58.0,31052.0,"[{'age': '65_to_84', 'rate': 1074.3, 'value': 11758}, {'age': '18_to_64', 'rate': 366.3, 'value': 12015}, {'age': '85+', 'rate': 3628.4, 'value': 6421}, {'age': '6_to_17', 'rate': 42.8, 'value': 328}, {'age': '0_to_5', 'rate': 88.7, 'value': 308}]",53.0,329.0
nhsRegion,2021-09-26,South West,E40000006,59.0,31111.0,"[{'age': '65_to_84', 'rate': 1075.9, 'value': 11775}, {'age': '18_to_64', 'rate': 367.4, 'value': 12051}, {'age': '85+', 'rate': 3631.8, 'value': 6427}, {'age': '6_to_17', 'rate': 42.8, 'value': 328}, {'age': '0_to_5', 'rate': 88.7, 'value': 308}]",50.0,324.0
nhsRegion,2021-09-27,South West,E40000006,75.0,31186.0,"[{'age': '65_to_84', 'rate': 1078.2, 'value': 11800}, {'age': '18_to_64', 'rate': 368.6, 'value': 12088}, {'age': '85+', 'rate': 3635.8, 'value': 6434}, {'age': '6_to_17', 'rate': 43.3, 'value': 332}, {'age': '0_to_5', 'rate': 89.2, 'value': 310}]",51.0,328.0
nhsRegion,2021-09-28,South West,E40000006,62.0,31248.0,"[{'age': '65_to_84', 'rate': 1080.4, 'value': 11824}, {'age': '18_to_64', 'rate': 369.4, 'value': 12117}, {'age': '85+', 'rate': 3639.2, 'value': 6440}, {'age': '6_to_17', 'rate': 43.7, 'value': 335}, {'age': '0_to_5', 'rate': 89.2, 'value': 310}]",48.0,350.0
nhsRegion,2021-09-29,South West,E40000006,62.0,31310.0,"[{'age': '65_to_84', 'rate': 1081.8, 'value': 11840}, {'age': '18_to_64', 'rate': 370.4, 'value': 12147}, {'age': '85+', 'rate': 3644.8, 'value': 6450}, {'age': '6_to_17', 'rate': 43.9, 'value': 337}, {'age': '0_to_5', 'rate': 90.4, 'value': 314}]",44.0,341.0
nhsRegion,2021-09-30,South West,E40000006,64.0,31374.0,"[{'age': '65_to_84', 'rate': 1083.6, 'value': 11859}, {'age': '18_to_64', 'rate': 371.2, 'value': 12175}, {'age': '85+', 'rate': 3650.5, 'value': 6460}, {'age': '6_to_17', 'rate': 44.4, 'value': 341}, {'age': '0_to_5', 'rate': 91.3, 'value': 317}]",44.0,345.0
nhsRegion,2021-10-01,South West,E40000006,64.0,31438.0,"[{'age': '65_to_84', 'rate': 1086.2, 'value': 11888}, {'age': '18_to_64', 'rate': 372.0, 'value': 12201}, {'age': '85+', 'rate': 3654.4, 'value': 6467}, {'age': '6_to_17', 'rate': 44.7, 'value': 343}, {'age': '0_to_5', 'rate': 91.3, 'value': 317}]",50.0,334.0
nhsRegion,2021-10-02,South West,E40000006,55.0,31493.0,"[{'age': '65_to_84', 'rate': 1087.4, 'value': 11901}, {'age': '18_to_64', 'rate': 372.9, 'value': 12232}, {'age': '85+', 'rate': 3656.1, 'value': 6470}, {'age': '6_to_17', 'rate': 45.2, 'value': 347}, {'age': '0_to_5', 'rate': 92.4, 'value': 321}]",37.0,322.0
nhsRegion,2021-10-03,South West,E40000006,59.0,31552.0,"[{'age': '65_to_84', 'rate': 1089.1, 'value': 11920}, {'age': '18_to_64', 'rate': 373.8, 'value': 12261}, {'age': '85+', 'rate': 3659.5, 'value': 6476}, {'age': '6_to_17', 'rate': 45.8, 'value': 351}, {'age': '0_to_5', 'rate': 92.7, 'value': 322}]",36.0,331.0
nhsRegion,2021-10-04,South West,E40000006,79.0,31631.0,"[{'age': '65_to_84', 'rate': 1091.5, 'value': 11946}, {'age': '18_to_64', 'rate': 375.0, 'value': 12301}, {'age': '85+', 'rate': 3665.2, 'value': 6486}, {'age': '6_to_17', 'rate': 46.0, 'value': 353}, {'age': '0_to_5', 'rate': 93.0, 'value': 323}]",40.0,347.0
nhsRegion,2021-10-05,South West,E40000006,92.0,31723.0,"[{'age': '65_to_84', 'rate': 1094.0, 'value': 11973}, {'age': '18_to_64', 'rate': 376.7, 'value': 12354}, {'age': '85+', 'rate': 3669.7, 'value': 6494}, {'age': '6_to_17', 'rate': 46.3, 'value': 355}, {'age': '0_to_5', 'rate': 93.6, 'value': 325}]",41.0,338.0
nhsRegion,2021-10-06,South West,E40000006,77.0,31800.0,"[{'age': '65_to_84', 'rate': 1096.3, 'value': 11998}, {'age': '18_to_64', 'rate': 377.7, 'value': 12388}, {'age': '85+', 'rate': 3677.0, 'value': 6507}, {'age': '6_to_17', 'rate': 46.9, 'value': 360}, {'age': '0_to_5', 'rate': 93.6, 'value': 325}]",42.0,358.0
nhsRegion,2021-10-07,South West,E40000006,94.0,31894.0,"[{'age': '65_to_84', 'rate': 1099.0, 'value': 12028}, {'age': '18_to_64', 'rate': 379.1, 'value': 12434}, {'age': '85+', 'rate': 3682.1, 'value': 6516}, {'age': '6_to_17', 'rate': 47.7, 'value': 366}, {'age': '0_to_5', 'rate': 94.4, 'value': 328}]",48.0,359.0
nhsRegion,2021-10-08,South West,E40000006,83.0,31977.0,"[{'age': '65_to_84', 'rate': 1101.8, 'value': 12058}, {'age': '18_to_64', 'rate': 380.2, 'value': 12469}, {'age': '85+', 'rate': 3687.8, 'value': 6526}, {'age': '6_to_17', 'rate': 48.2, 'value': 370}, {'age': '0_to_5', 'rate': 95.6, 'value': 332}]",51.0,400.0
nhsRegion,2021-10-09,South West,E40000006,71.0,32048.0,"[{'age': '65_to_84', 'rate': 1104.4, 'value': 12087}, {'age': '18_to_64', 'rate': 381.1, 'value': 12499}, {'age': '85+', 'rate': 3691.7, 'value': 6533}, {'age': '6_to_17', 'rate': 48.6, 'value': 373}, {'age': '0_to_5', 'rate': 96.1, 'value': 334}]",52.0,413.0
nhsRegion,2021-10-10,South West,E40000006,71.0,32119.0,"[{'age': '65_to_84', 'rate': 1106.6, 'value': 12111}, {'age': '18_to_64', 'rate': 382.0, 'value': 12530}, {'age': '85+', 'rate': 3698.5, 'value': 6545}, {'age': '6_to_17', 'rate': 49.0, 'value': 376}, {'age': '0_to_5', 'rate': 96.4, 'value': 335}]",47.0,425.0
nhsRegion,2021-10-11,South West,E40000006,75.0,32194.0,"[{'age': '65_to_84', 'rate': 1108.6, 'value': 12133}, {'age': '18_to_64', 'rate': 383.1, 'value': 12565}, {'age': '85+', 'rate': 3701.9, 'value': 6551}, {'age': '6_to_17', 'rate': 50.3, 'value': 386}, {'age': '0_to_5', 'rate': 97.0, 'value': 337}]",49.0,440.0
nhsRegion,2021-10-12,South West,E40000006,89.0,32283.0,"[{'age': '65_to_84', 'rate': 1111.1, 'value': 12160}, {'age': '18_to_64', 'rate': 384.6, 'value': 12613}, {'age': '85+', 'rate': 3707.5, 'value': 6561}, {'age': '6_to_17', 'rate': 50.7, 'value': 389}, {'age': '0_to_5', 'rate': 97.3, 'value': 338}]",53.0,449.0
nhsRegion,2021-10-13,South West,E40000006,97.0,32380.0,"[{'age': '65_to_84', 'rate': 1115.2, 'value': 12205}, {'age': '18_to_64', 'rate': 385.8, 'value': 12653}, {'age': '85+', 'rate': 3712.1, 'value': 6569}, {'age': '6_to_17', 'rate': 51.1, 'value': 392}, {'age': '0_to_5', 'rate': 97.6, 'value': 339}]",51.0,433.0
nhsRegion,2021-10-14,South West,E40000006,71.0,32451.0,"[{'age': '65_to_84', 'rate': 1117.9, 'value': 12235}, {'age': '18_to_64', 'rate': 386.7, 'value': 12683}, {'age': '85+', 'rate': 3717.7, 'value': 6579}, {'age': '6_to_17', 'rate': 51.2, 'value': 393}, {'age': '0_to_5', 'rate': 97.6, 'value': 339}]",52.0,444.0
nhsRegion,2021-10-15,South West,E40000006,68.0,32519.0,"[{'age': '65_to_84', 'rate': 1119.9, 'value': 12257}, {'age': '18_to_64', 'rate': 387.8, 'value': 12719}, {'age': '85+', 'rate': 3721.7, 'value': 6586}, {'age': '6_to_17', 'rate': 51.6, 'value': 396}, {'age': '0_to_5', 'rate': 97.6, 'value': 339}]",48.0,446.0
nhsRegion,2021-10-16,South West,E40000006,78.0,32597.0,"[{'age': '65_to_84', 'rate': 1122.8, 'value': 12288}, {'age': '18_to_64', 'rate': 388.9, 'value': 12754}, {'age': '85+', 'rate': 3727.3, 'value': 6596}, {'age': '6_to_17', 'rate': 51.7, 'value': 397}, {'age': '0_to_5', 'rate': 97.9, 'value': 340}]",51.0,452.0
nhsRegion,2021-10-17,South West,E40000006,105.0,32702.0,"[{'age': '65_to_84', 'rate': 1126.2, 'value': 12326}, {'age': '18_to_64', 'rate': 390.2, 'value': 12797}, {'age': '85+', 'rate': 3734.7, 'value': 6609}, {'age': '6_to_17', 'rate': 52.1, 'value': 400}, {'age': '0_to_5', 'rate': 100.2, 'value': 348}]",54.0,469.0
nhsRegion,2021-10-18,South West,E40000006,118.0,32820.0,"[{'age': '65_to_84', 'rate': 1130.4, 'value': 12372}, {'age': '18_to_64', 'rate': 391.6, 'value': 12845}, {'age': '85+', 'rate': 3742.0, 'value': 6622}, {'age': '6_to_17', 'rate': 53.1, 'value': 407}, {'age': '0_to_5', 'rate': 101.3, 'value': 352}]",60.0,520.0
nhsRegion,2021-10-19,South West,E40000006,100.0,32920.0,"[{'age': '65_to_84', 'rate': 1134.2, 'value': 12413}, {'age': '18_to_64', 'rate': 392.9, 'value': 12886}, {'age': '85+', 'rate': 3751.0, 'value': 6638}, {'age': '6_to_17', 'rate': 53.2, 'value': 408}, {'age': '0_to_5', 'rate': 101.6, 'value': 353}]",60.0,549.0
nhsRegion,2021-10-20,South West,E40000006,97.0,33017.0,"[{'age': '65_to_84', 'rate': 1138.0, 'value': 12455}, {'age': '18_to_64', 'rate': 394.0, 'value': 12924}, {'age': '85+', 'rate': 3759.0, 'value': 6652}, {'age': '6_to_17', 'rate': 53.4, 'value': 410}, {'age': '0_to_5', 'rate': 101.9, 'value': 354}]",65.0,571.0
nhsRegion,2021-10-21,South West,E40000006,98.0,33115.0,"[{'age': '65_to_84', 'rate': 1142.1, 'value': 12499}, {'age': '18_to_64', 'rate': 395.2, 'value': 12963}, {'age': '85+', 'rate': 3764.6, 'value': 6662}, {'age': '6_to_17', 'rate': 53.6, 'value': 411}, {'age': '0_to_5', 'rate': 103.1, 'value': 358}]",61.0,565.0
nhsRegion,2021-10-22,South West,E40000006,65.0,33180.0,"[{'age': '65_to_84', 'rate': 1144.7, 'value': 12528}, {'age': '18_to_64', 'rate': 395.9, 'value': 12986}, {'age': '85+', 'rate': 3769.7, 'value': 6671}, {'age': '6_to_17', 'rate': 54.0, 'value': 414}, {'age': '0_to_5', 'rate': 103.3, 'value': 359}]",62.0,558.0
nhsRegion,2021-10-23,South West,E40000006,96.0,33276.0,"[{'age': '65_to_84', 'rate': 1148.2, 'value': 12566}, {'age': '18_to_64', 'rate': 397.2, 'value': 13029}, {'age': '85+', 'rate': 3777.0, 'value': 6684}, {'age': '6_to_17', 'rate': 54.2, 'value': 416}, {'age': '0_to_5', 'rate': 103.3, 'value': 359}]",54.0,548.0
nhsRegion,2021-10-24,South West,E40000006,93.0,33369.0,"[{'age': '65_to_84', 'rate': 1150.9, 'value': 12596}, {'age': '18_to_64', 'rate': 398.4, 'value': 13068}, {'age': '85+', 'rate': 3786.1, 'value': 6700}, {'age': '6_to_17', 'rate': 54.9, 'value': 421}, {'age': '0_to_5', 'rate': 104.2, 'value': 362}]",53.0,556.0
nhsRegion,2021-10-25,South West,E40000006,133.0,33502.0,"[{'age': '65_to_84', 'rate': 1154.8, 'value': 12638}, {'age': '18_to_64', 'rate': 400.3, 'value': 13129}, {'age': '85+', 'rate': 3795.7, 'value': 6717}, {'age': '6_to_17', 'rate': 56.3, 'value': 432}, {'age': '0_to_5', 'rate': 104.8, 'value': 364}]",58.0,597.0
nhsRegion,2021-10-26,South West,E40000006,118.0,33620.0,"[{'age': '65_to_84', 'rate': 1158.5, 'value': 12679}, {'age': '18_to_64', 'rate': 402.1, 'value': 13189}, {'age': '85+', 'rate': 3802.5, 'value': 6729}, {'age': '6_to_17', 'rate': 56.4, 'value': 433}, {'age': '0_to_5', 'rate': 105.6, 'value': 367}]",60.0,600.0
